Record ID,Count point id,Direction of travel,Year,Count date,hour,Region id,Region name,Local authority name,Road name,Road Category ID,Start junction road name,End junction road name,Latitude,Longitude,Link length km,Pedal cycles,Two wheeled motor vehicles,Cars and taxis,Buses and coaches,LGV Type,HGV Type,EV Car,EV Bike
19376,38358,E,2014,07/11/2014 00:00,12,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,12,0,23,47,3,0,0,0
19377,38358,W,2014,07/11/2014 00:00,13,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,11,0,22,101,2,0,0,0
19378,38358,W,2014,07/11/2014 00:00,14,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,18,0,31,102,2,0,0,0
19379,38358,W,2014,07/11/2014 00:00,15,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,15,0,32,101,3,1,0,0
19380,38358,W,2014,07/11/2014 00:00,16,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,12,0,28,110,1,5,0,0
19381,38358,W,2014,07/11/2014 00:00,17,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,19,0,43,100,7,0,0,0
19382,38358,W,2014,07/11/2014 00:00,18,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,11,0,56,78,4,1,0,0
19383,38358,W,2014,07/11/2014 00:00,7,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,10,1,5,98,1,0,1,0
19384,38358,W,2014,07/11/2014 00:00,8,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,13,0,13,91,5,1,0,0
19385,38358,W,2014,07/11/2014 00:00,9,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,7,0,27,94,4,0,1,0
19386,38358,W,2014,07/11/2014 00:00,10,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,15,0,31,103,8,2,0,0
19387,38358,W,2014,07/11/2014 00:00,11,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,6,0,39,97,4,1,0,0
19388,38358,W,2014,07/11/2014 00:00,12,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,7,0,25,101,1,0,0,0
19389,38358,E,2014,07/11/2014 00:00,13,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,10,0,24,49,4,0,0,0
19390,38358,E,2014,07/11/2014 00:00,14,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,13,0,34,53,5,0,0,0
19391,38358,E,2014,07/11/2014 00:00,15,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,22,0,51,47,5,0,0,0
19392,38358,E,2014,07/11/2014 00:00,16,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,20,1,33,50,2,0,2,0
19393,38358,E,2014,07/11/2014 00:00,17,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,22,0,41,51,4,0,0,0
19394,38358,E,2014,07/11/2014 00:00,18,2,East Midlands,Nottingham,A6008,4,A60,Glasshouse St,52.95520928,-1.14629602,0.2,16,0,39,63,0,1,0,0
19395,27275,N,2014,10/07/2014 00:00,7,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,12,14,2620,22,316,59,4,11
19396,27275,N,2014,10/07/2014 00:00,8,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,9,14,2745,23,389,53,6,28
19397,27275,N,2014,10/07/2014 00:00,9,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,1,4,2040,25,292,60,12,26
19398,27275,N,2014,10/07/2014 00:00,10,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,0,4,1447,29,304,62,22,27
19399,27275,N,2014,10/07/2014 00:00,11,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,5,4,1360,23,421,69,16,27
19400,27275,N,2014,10/07/2014 00:00,12,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,3,2,1386,15,350,70,8,11
19401,27275,S,2014,10/07/2014 00:00,13,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,1,3,1624,25,391,66,18,28
19402,27275,S,2014,10/07/2014 00:00,14,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,5,15,1732,40,349,56,17,36
19403,27275,S,2014,10/07/2014 00:00,15,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,5,9,1824,22,418,56,4,22
19404,27275,S,2014,10/07/2014 00:00,16,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,12,17,2736,31,403,28,13,8
19405,27275,S,2014,10/07/2014 00:00,17,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,5,20,2890,20,256,14,1,3
19406,27275,S,2014,10/07/2014 00:00,18,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,10,13,2154,20,181,9,4,0
19407,27275,S,2014,10/07/2014 00:00,7,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,8,15,2577,24,414,75,7,21
19408,27275,S,2014,10/07/2014 00:00,8,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,15,11,2417,24,488,70,12,22
19409,27275,S,2014,10/07/2014 00:00,9,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,2,9,1896,24,563,92,19,33
19410,27275,S,2014,10/07/2014 00:00,10,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,2,7,1287,31,429,67,20,27
19411,27275,S,2014,10/07/2014 00:00,11,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,4,8,1448,20,448,55,4,30
19412,27275,S,2014,10/07/2014 00:00,12,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,3,0,1588,18,380,62,7,32
19413,27275,N,2014,10/07/2014 00:00,13,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,1,7,1469,25,393,78,13,20
19414,27275,N,2014,10/07/2014 00:00,14,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,6,5,1743,30,413,67,19,30
19415,27275,N,2014,10/07/2014 00:00,15,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,3,8,2048,29,530,79,5,10
19416,27275,N,2014,10/07/2014 00:00,16,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,15,12,2822,30,556,36,1,15
19417,27275,N,2014,10/07/2014 00:00,17,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,12,17,2933,21,380,25,4,3
19418,27275,N,2014,10/07/2014 00:00,18,5,North West,Halton,A533,4,A557,A557,53.34881255,-2.736932564,1.8,13,21,2736,20,254,17,7,2
19419,27294,E,2014,07/01/2014 00:00,7,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,22,3,1009,14,120,16,0,2
19420,27294,E,2014,07/01/2014 00:00,8,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,14,6,1171,24,86,15,4,1
19421,27294,E,2014,07/01/2014 00:00,9,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,5,2,883,25,107,34,2,1
19422,27294,E,2014,07/01/2014 00:00,10,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,10,1,696,17,90,21,5,0
19423,27294,E,2014,07/01/2014 00:00,11,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,4,3,736,18,109,26,5,3
19424,27294,E,2014,07/01/2014 00:00,12,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,0,2,705,14,78,19,2,0
19425,27294,W,2014,07/01/2014 00:00,13,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,3,2,609,17,84,9,1,0
19426,27294,W,2014,07/01/2014 00:00,14,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,4,3,697,20,82,34,1,0
19427,27294,W,2014,07/01/2014 00:00,15,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,8,10,864,24,110,27,2,0
19428,27294,W,2014,07/01/2014 00:00,16,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,15,10,1172,19,145,12,0,0
19429,27294,W,2014,07/01/2014 00:00,17,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,16,12,1156,14,105,1,0,0
19430,27294,W,2014,07/01/2014 00:00,18,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,10,10,1020,12,50,1,0,0
19431,27294,W,2014,07/01/2014 00:00,7,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,7,4,604,36,104,11,1,2
19432,27294,W,2014,07/01/2014 00:00,8,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,14,5,640,17,91,10,2,0
19433,27294,W,2014,07/01/2014 00:00,9,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,9,3,643,23,104,8,5,1
19434,27294,W,2014,07/01/2014 00:00,10,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,3,1,671,18,99,7,2,2
19435,27294,W,2014,07/01/2014 00:00,11,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,0,2,640,17,96,14,4,3
19436,27294,W,2014,07/01/2014 00:00,12,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,1,3,685,20,102,12,5,3
19437,27294,E,2014,07/01/2014 00:00,13,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,4,0,690,24,112,18,0,1
19438,27294,E,2014,07/01/2014 00:00,14,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,1,5,780,20,109,9,4,0
19439,27294,E,2014,07/01/2014 00:00,15,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,7,8,817,15,131,13,0,0
19440,27294,E,2014,07/01/2014 00:00,16,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,20,9,933,23,125,11,1,0
19441,27294,E,2014,07/01/2014 00:00,17,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,20,8,1022,17,86,6,1,1
19442,27294,E,2014,07/01/2014 00:00,18,5,North West,Manchester,A560,4,LA Boundary,M56,53.40104222,-2.302267716,2.7,17,8,686,16,57,4,1,0
19443,16030,N,2014,06/04/2014 00:00,7,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,7,2789,2,869,153,32,16
19444,16030,N,2014,06/04/2014 00:00,8,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,10,2721,4,628,127,12,24
19445,16030,N,2014,06/04/2014 00:00,9,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,3,1945,11,442,98,25,18
19446,16030,N,2014,06/04/2014 00:00,10,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,2,1657,13,434,102,16,33
19447,16030,N,2014,06/04/2014 00:00,11,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,8,1606,11,506,115,16,20
19448,16030,N,2014,06/04/2014 00:00,12,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,4,1745,3,433,103,25,37
19449,16030,S,2014,06/04/2014 00:00,13,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,59,1794,9,553,152,12,37
19450,16030,S,2014,06/04/2014 00:00,14,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,22,1967,9,587,144,20,17
19451,16030,S,2014,06/04/2014 00:00,15,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,10,2308,8,588,161,17,21
19452,16030,S,2014,06/04/2014 00:00,16,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,6,2953,14,748,79,20,15
19453,16030,S,2014,06/04/2014 00:00,17,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,9,3300,15,545,57,6,5
19454,16030,S,2014,06/04/2014 00:00,18,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,3,2364,9,344,39,6,4
19455,16030,S,2014,06/04/2014 00:00,7,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,7,3080,5,778,107,20,32
19456,16030,S,2014,06/04/2014 00:00,8,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,13,2769,12,567,125,17,19
19457,16030,S,2014,06/04/2014 00:00,9,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,3,2080,26,458,89,28,23
19458,16030,S,2014,06/04/2014 00:00,10,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,27,1853,12,514,114,16,25
19459,16030,S,2014,06/04/2014 00:00,11,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,82,1752,9,572,94,24,27
19460,16030,S,2014,06/04/2014 00:00,12,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,6,1810,3,438,110,13,39
19461,16030,N,2014,06/04/2014 00:00,13,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,9,1797,6,465,110,8,32
19462,16030,N,2014,06/04/2014 00:00,14,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,3,2027,14,570,127,16,27
19463,16030,N,2014,06/04/2014 00:00,15,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,8,2359,12,556,125,6,26
19464,16030,N,2014,06/04/2014 00:00,16,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,10,3149,14,726,52,15,31
19465,16030,N,2014,06/04/2014 00:00,17,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,12,3670,2,568,45,4,5
19466,16030,N,2014,06/04/2014 00:00,18,5,North West,Wigan,M6,1,26,27,53.57094657,-2.698538746,6.8,0,17,3165,10,424,46,5,4
19467,16045,E,2014,6/25/2014 0:00,7,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,13,4053,9,590,121,35,18
19468,16045,E,2014,6/25/2014 0:00,8,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,12,3335,6,481,82,26,15
19469,16045,E,2014,6/25/2014 0:00,9,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,4,2389,10,404,66,28,13
19470,16045,E,2014,6/25/2014 0:00,10,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,6,2056,13,481,89,17,22
19471,16045,E,2014,6/25/2014 0:00,11,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,5,1935,13,481,89,23,16
19472,16045,E,2014,6/25/2014 0:00,12,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,5,2062,15,492,113,26,8
19473,16045,W,2014,6/25/2014 0:00,13,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,4,1880,5,428,72,22,10
19474,16045,W,2014,6/25/2014 0:00,14,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,7,1932,6,449,95,34,15
19475,16045,W,2014,6/25/2014 0:00,15,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,5,2310,23,527,83,27,8
19476,16045,W,2014,6/25/2014 0:00,16,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,8,3319,15,612,66,17,7
19477,16045,W,2014,6/25/2014 0:00,17,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,11,3947,10,453,37,7,2
19478,16045,W,2014,6/25/2014 0:00,18,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,15,3127,8,305,25,4,1
19479,16045,W,2014,6/25/2014 0:00,7,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,11,3448,3,972,138,41,13
19480,16045,W,2014,6/25/2014 0:00,8,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,8,2786,4,527,93,29,15
19481,16045,W,2014,6/25/2014 0:00,9,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,3,2690,26,569,125,31,15
19482,16045,W,2014,6/25/2014 0:00,10,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,3,2231,48,398,93,20,10
19483,16045,W,2014,6/25/2014 0:00,11,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,6,1949,15,442,98,26,6
19484,16045,W,2014,6/25/2014 0:00,12,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,9,1922,6,445,71,23,9
19485,16045,E,2014,6/25/2014 0:00,13,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,9,1986,7,537,96,34,13
19486,16045,E,2014,6/25/2014 0:00,14,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,11,2202,26,627,126,25,12
19487,16045,E,2014,6/25/2014 0:00,15,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,14,2755,15,728,114,31,6
19488,16045,E,2014,6/25/2014 0:00,16,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,17,3753,11,837,91,22,11
19489,16045,E,2014,6/25/2014 0:00,17,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,17,3998,11,500,74,15,2
19490,16045,E,2014,6/25/2014 0:00,18,5,North West,Halton,M56,1,11,LA Boundary,53.3287873,-2.62307391,1.7,0,18,2750,15,303,35,9,0
19491,38071,N,2014,09/02/2014 00:00,7,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,22,3115,3,825,221,45,37
19492,38071,N,2014,09/02/2014 00:00,8,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,12,2812,4,612,233,27,36
19493,38071,N,2014,09/02/2014 00:00,9,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,12,2732,9,604,267,38,37
19494,38071,N,2014,09/02/2014 00:00,10,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,6,2203,10,561,262,53,48
19495,38071,N,2014,09/02/2014 00:00,11,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,3,2510,8,586,302,44,39
19496,38071,N,2014,09/02/2014 00:00,12,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,14,2280,5,579,287,45,22
19497,38071,S,2014,09/02/2014 00:00,13,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,6,2462,6,710,339,47,38
19498,38071,S,2014,09/02/2014 00:00,14,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,13,2735,7,762,331,60,40
19499,38071,S,2014,09/02/2014 00:00,15,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,14,3059,6,882,274,41,28
19500,38071,S,2014,09/02/2014 00:00,16,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,26,4146,6,927,213,39,15
19501,38071,S,2014,09/02/2014 00:00,17,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,27,4399,10,686,152,23,7
19502,38071,S,2014,09/02/2014 00:00,18,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,27,3478,5,465,106,17,4
19503,38071,S,2014,09/02/2014 00:00,7,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,9,3594,3,914,317,65,54
19504,38071,S,2014,09/02/2014 00:00,8,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,12,3294,5,742,313,46,38
19505,38071,S,2014,09/02/2014 00:00,9,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,9,2436,10,563,284,48,32
19506,38071,S,2014,09/02/2014 00:00,10,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,7,2148,11,566,310,48,45
19507,38071,S,2014,09/02/2014 00:00,11,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,11,2381,6,596,307,54,38
19508,38071,S,2014,09/02/2014 00:00,12,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,8,2469,1,636,329,48,26
19509,38071,N,2014,09/02/2014 00:00,13,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,15,2374,6,593,300,69,52
19510,38071,N,2014,09/02/2014 00:00,14,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,16,2552,4,720,306,63,38
19511,38071,N,2014,09/02/2014 00:00,15,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,14,2637,9,712,278,53,35
19512,38071,N,2014,09/02/2014 00:00,16,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,11,2678,4,698,202,29,15
19513,38071,N,2014,09/02/2014 00:00,17,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,14,3809,12,671,159,28,7
19514,38071,N,2014,09/02/2014 00:00,18,10,West Midlands,Walsall,M6,1,10,LA Boundary,52.60408534,-2.019152202,3.7,0,12,2777,1,376,96,18,5
19515,16079,N,2014,6/30/2014 0:00,7,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,953,4,298,48,9,7
19516,16079,N,2014,6/30/2014 0:00,8,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,891,5,209,38,12,11
19517,16079,N,2014,6/30/2014 0:00,9,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,773,9,201,38,6,6
19518,16079,N,2014,6/30/2014 0:00,10,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,2,861,5,223,47,9,8
19519,16079,N,2014,6/30/2014 0:00,11,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,930,9,228,47,4,3
19520,16079,N,2014,6/30/2014 0:00,12,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,11,928,6,228,52,12,11
19521,16079,S,2014,6/30/2014 0:00,13,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,9,1244,7,203,61,7,5
19522,16079,S,2014,6/30/2014 0:00,14,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,13,873,11,186,64,10,8
19523,16079,S,2014,6/30/2014 0:00,15,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,1,1,1314,9,229,59,7,5
19524,16079,S,2014,6/30/2014 0:00,16,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,11,1129,13,246,51,10,4
19525,16079,S,2014,6/30/2014 0:00,17,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,1,16,1710,12,255,39,11,4
19526,16079,S,2014,6/30/2014 0:00,18,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,15,1305,3,203,33,6,2
19527,16079,S,2014,6/30/2014 0:00,7,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,2,3,1697,7,678,101,21,3
19528,16079,S,2014,6/30/2014 0:00,8,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,1561,8,380,72,5,2
19529,16079,S,2014,6/30/2014 0:00,9,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,1,14,1546,6,310,62,10,14
19530,16079,S,2014,6/30/2014 0:00,10,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,5,995,9,282,66,12,8
19531,16079,S,2014,6/30/2014 0:00,11,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,10,1586,8,276,57,10,9
19532,16079,S,2014,6/30/2014 0:00,12,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,9,986,18,222,54,4,4
19533,16079,N,2014,6/30/2014 0:00,13,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,5,972,11,270,54,18,9
19534,16079,N,2014,6/30/2014 0:00,14,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,13,921,10,261,61,11,5
19535,16079,N,2014,6/30/2014 0:00,15,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,6,939,15,333,63,10,4
19536,16079,N,2014,6/30/2014 0:00,16,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,4,1097,7,388,49,8,6
19537,16079,N,2014,6/30/2014 0:00,17,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,1172,3,319,38,3,1
19538,16079,N,2014,6/30/2014 0:00,18,2,East Midlands,Nottinghamshire,A1,3,B6325,A6075,53.14463407,-0.80375425,13.7,0,3,791,4,201,29,4,3
19539,8025,E,2014,10/14/2014 0:00,7,5,North West,East Cheshire,M56,1,8,7,53.36304063,-2.388402649,1.3,0,5,3480,1,437,52,9,6
19540,8025,E,2014,10/14/2014 0:00,8,5,North West,East Cheshire,M56,1,8,7,53.36304063,-2.388402649,1.3,0,12,3011,5,410,59,12,11
19541,8025,E,2014,10/14/2014 0:00,9,5,North West,East Cheshire,M56,1,8,7,53.36304063,-2.388402649,1.3,0,6,2195,5,327,55,9,16
19542,8025,E,2014,10/14/2014 0:00,10,5,North West,East Cheshire,M56,1,8,7,53.36304063,-2.388402649,1.3,0,1,1450,4,255,57,8,14
19543,8025,E,2014,10/14/2014 0:00,11,5,North West,East Cheshire,M56,1,8,7,53.36304063,-2.388402649,1.3,0,0,1479,3,280,54,10,17
